Deputado,Tipo,Municipio,Votos No Municipio,Bairro,Votos No Bairro,RCAN_UESP,RUESP_CAN,RUESP
Dr. Luizinho,Federais,Nova Iguaçu,61265,Iguaçu Velho,179,0.280564,0.002922,0.001427
Dr. Luizinho,Federais,Nova Iguaçu,61265,Inconfidência,9,0.045918,0.000147,0.000438
Dr. Luizinho,Federais,Nova Iguaçu,61265,Ipiranga,1345,0.147753,0.021954,0.020364
Dr. Luizinho,Federais,Nova Iguaçu,61265,Jardim Alvorada,1291,0.1586,0.021072,0.01821
Dr. Luizinho,Federais,Nova Iguaçu,61265,Jardim Guandu,2480,0.17774,0.04048,0.031214
Dr. Luizinho,Federais,Nova Iguaçu,61265,Jardim Iguaçu,579,0.198424,0.009451,0.006528
Dr. Luizinho,Federais,Nova Iguaçu,61265,Jardim Nova Era,1455,0.170335,0.023749,0.019109
Dr. Luizinho,Federais,Nova Iguaçu,61265,Jardim Pernambuco,148,0.105413,0.002416,0.003141
Dr. Luizinho,Federais,Nova Iguaçu,61265,Jardim Tropical,784,0.150653,0.012797,0.011642
Dr. Luizinho,Federais,Nova Iguaçu,61265,Kennedy,379,0.100664,0.006186,0.008422
Dr. Luizinho,Federais,Nova Iguaçu,61265,Km - 32,1278,0.133333,0.02086,0.021442
Dr. Luizinho,Federais,Nova Iguaçu,61265,Lagoinha,423,0.121447,0.006904,0.007792
Dr. Luizinho,Federais,Nova Iguaçu,61265,Montevidéu,51,0.130769,0.000832,0.000872
Dr. Luizinho,Federais,Nova Iguaçu,61265,Moquetá,445,0.116523,0.007264,0.008543
Dr. Luizinho,Federais,Nova Iguaçu,61265,Nova América,304,0.126193,0.004962,0.005389
Dr. Luizinho,Federais,Nova Iguaçu,61265,Paraíso,1113,0.155817,0.018167,0.015979
Dr. Luizinho,Federais,Nova Iguaçu,61265,Parque Ambaí,3056,0.108716,0.049882,0.062884
Dr. Luizinho,Federais,Nova Iguaçu,61265,Parque Flora,231,0.122222,0.003771,0.004228
Dr. Luizinho,Federais,Nova Iguaçu,61265,Ponto Chic,1544,0.135119,0.025202,0.025563
Dr. Luizinho,Federais,Nova Iguaçu,61265,Prados Verdes,1404,0.18464,0.022917,0.017011
Dr. Luizinho,Federais,Nova Iguaçu,61265,Rancho Fundo,3263,0.203429,0.05326,0.035882
Dr. Luizinho,Federais,Nova Iguaçu,61265,Rancho Novo,50,0.104167,0.000816,0.001074
Dr. Luizinho,Federais,Nova Iguaçu,61265,Riachão,151,0.107857,0.002465,0.003132
Dr. Luizinho,Federais,Nova Iguaçu,61265,Rodilândia,539,0.086684,0.008798,0.01391
Dr. Luizinho,Federais,Nova Iguaçu,61265,Rosa dos Ventos,960,0.131022,0.01567,0.016391
Dr. Luizinho,Federais,Nova Iguaçu,61265,Santa Eugênia,1377,0.125972,0.022476,0.024453
Dr. Luizinho,Federais,Nova Iguaçu,61265,Santa Rita,1020,0.192018,0.016649,0.011883
Dr. Luizinho,Federais,Nova Iguaçu,61265,Santo Antônio,17,0.088083,0.000277,0.000432
Dr. Luizinho,Federais,Nova Iguaçu,61265,Tinguá,675,0.176517,0.011018,0.008554
Dr. Luizinho,Federais,Nova Iguaçu,61265,Três Corações,230,0.128852,0.003754,0.003993
Dr. Luizinho,Federais,Nova Iguaçu,61265,Valverde,584,0.096785,0.009532,0.013498
Dr. Luizinho,Federais,Nova Iguaçu,61265,Vila de Cava,2304,0.18156,0.037607,0.028388
Dr. Luizinho,Federais,Nova Iguaçu,61265,Vila Nova,564,0.133586,0.009206,0.009445
Dr. Luizinho,Federais,Nova Iguaçu,61265,Vila Operária,186,0.133333,0.003036,0.003121
Dr. Luizinho,Federais,São João de Meriti,6576,Agostinho Porto,927,0.029348,0.140967,0.13353
Dr. Luizinho,Federais,São João de Meriti,6576,Centro,669,0.034732,0.101734,0.08143
Dr. Luizinho,Federais,São João de Meriti,6576,Coelho da Rocha,656,0.031928,0.099757,0.086858
Dr. Luizinho,Federais,São João de Meriti,6576,Éden,704,0.082157,0.107056,0.036226
Dr. Luizinho,Federais,São João de Meriti,6576,Engenheiro Belford,76,0.018747,0.011557,0.017138
Dr. Luizinho,Federais,São João de Meriti,6576,Jardim Meriti,1151,0.028326,0.17503,0.171781
Dr. Luizinho,Federais,São João de Meriti,6576,Jardim Metrópole,514,0.037485,0.078163,0.057968
Dr. Luizinho,Federais,São João de Meriti,6576,Jardim Sumaré,122,0.014404,0.018552,0.035807
Dr. Luizinho,Federais,São João de Meriti,6576,Parque Araruama,152,0.00954,0.023114,0.067357
Dr. Luizinho,Federais,São João de Meriti,6576,São Matheus,674,0.032793,0.102494,0.086888
Dr. Luizinho,Federais,São João de Meriti,6576,Venda Velha,25,0.007407,0.003802,0.014268
Dr. Luizinho,Federais,São João de Meriti,6576,Vilar dos Teles,648,0.01582,0.09854,0.173167
Dr. Luizinho,Federais,São João de Meriti,6576,Vila Tiradentes,258,0.029021,0.039234,0.037583
Dr. Luizinho,Federais,Queimados,3279,,3279,0.045285,1.0,1.0
Juninho do Pneu,Federais,Belford Roxo,1291,Andrade Araújo,60,0.0238,0.046476,0.010755
Juninho do Pneu,Federais,Belford Roxo,1291,Areia Branca,173,0.008546,0.134005,0.086361
Juninho do Pneu,Federais,Belford Roxo,1291,Barro Vermelho,42,0.003456,0.032533,0.051843
Juninho do Pneu,Federais,Belford Roxo,1291,Centro,118,0.007042,0.091402,0.071489
Juninho do Pneu,Federais,Belford Roxo,1291,das Graças,33,0.007154,0.025562,0.01968
Juninho do Pneu,Federais,Belford Roxo,1291,Glaucia,12,0.001845,0.009295,0.027748
Juninho do Pneu,Federais,Belford Roxo,1291,Heliópolis,267,0.012483,0.206816,0.09125
Juninho do Pneu,Federais,Belford Roxo,1291,Itaipu,157,0.033554,0.121611,0.019962
Juninho do Pneu,Federais,Belford Roxo,1291,Lote XV,10,0.000997,0.007746,0.042786
Juninho do Pneu,Federais,Belford Roxo,1291,Maringá,22,0.001722,0.017041,0.054505
Juninho do Pneu,Federais,Belford Roxo,1291,Nova Aurora,79,0.005922,0.061193,0.056916
Juninho do Pneu,Federais,Belford Roxo,1291,Parque dos Ferreiras,2,0.000739,0.001549,0.011544
Juninho do Pneu,Federais,Belford Roxo,1291,Pauline,8,0.001103,0.006197,0.030943
Juninho do Pneu,Federais,Belford Roxo,1291,Piam,31,0.00448,0.024012,0.029522
Juninho do Pneu,Federais,Belford Roxo,1291,Recantus,3,0.001312,0.002324,0.009753
Juninho do Pneu,Federais,Belford Roxo,1291,Redentor,29,0.002077,0.022463,0.059578
Juninho do Pneu,Federais,Belford Roxo,1291,Santa Amélia,24,0.004236,0.01859,0.024172
Juninho do Pneu,Federais,Belford Roxo,1291,Santa Maria,11,0.005051,0.008521,0.009292
Juninho do Pneu,Federais,Belford Roxo,1291,Santa Tereza,25,0.001438,0.019365,0.074147
Juninho do Pneu,Federais,Belford Roxo,1291,Santo Antônio da Prata,35,0.009581,0.027111,0.015585
Juninho do Pneu,Federais,Belford Roxo,1291,São Bernardo,8,0.005642,0.006197,0.00605
Juninho do Pneu,Federais,Belford Roxo,1291,São Francisco de Assis,3,0.00361,0.002324,0.003545
Juninho do Pneu,Federais,Belford Roxo,1291,São José,2,0.000925,0.001549,0.009219
Juninho do Pneu,Federais,Belford Roxo,1291,São Vicente,25,0.003937,0.019365,0.027091
Juninho do Pneu,Federais,Belford Roxo,1291,Shangri-lá,62,0.011149,0.048025,0.023725
Juninho do Pneu,Federais,Belford Roxo,1291,Vale do Ipê,10,0.001432,0.007746,0.029791
Juninho do Pneu,Federais,Belford Roxo,1291,Wona,11,0.000834,0.008521,0.056263
Juninho do Pneu,Federais,Belford Roxo,1291,Xavantes,29,0.002662,0.022463,0.046485
Juninho do Pneu,Federais,Japeri,1987,Alecrim,59,0.023867,0.029693,0.04763
Juninho do Pneu,Federais,Japeri,1987,Beira-Rio,22,0.036851,0.011072,0.011503
Juninho do Pneu,Federais,Japeri,1987,Caramujos,514,0.029966,0.258681,0.330501
Juninho do Pneu,Federais,Japeri,1987,Centro de Engenheiro Pedreira,72,0.030025,0.036236,0.046204
Juninho do Pneu,Federais,Japeri,1987,Centro de Japeri,142,0.038893,0.071465,0.070347
Juninho do Pneu,Federais,Japeri,1987,Chacrinha,189,0.050266,0.095118,0.072447
Juninho do Pneu,Federais,Japeri,1987,das Granjas,63,0.032847,0.031706,0.036956
Juninho do Pneu,Federais,Japeri,1987,Delamare,63,0.032575,0.031706,0.037264
Juninho do Pneu,Federais,Japeri,1987,Esperança,36,0.151899,0.018118,0.004566
Juninho do Pneu,Federais,Japeri,1987,Marajoara,35,0.024613,0.017614,0.027399
Juninho do Pneu,Federais,Japeri,1987,Nova Belém,450,0.073541,0.226472,0.1179
Juninho do Pneu,Federais,Japeri,1987,Santa Amelia,78,0.043189,0.039255,0.034798
Juninho do Pneu,Federais,Japeri,1987,Santa Inês,125,0.103734,0.062909,0.023218
Juninho do Pneu,Federais,Japeri,1987,São Cosme e São Damião,79,0.018178,0.039758,0.083738
Juninho do Pneu,Federais,Japeri,1987,São Jorge,60,0.020819,0.030196,0.05553
Juninho do Pneu,Federais,Nilópolis,1281,Cabral,62,0.00937,0.0484,0.069937
Juninho do Pneu,Federais,Nilópolis,1281,Cabuís,250,0.053282,0.19516,0.049591
Juninho do Pneu,Federais,Nilópolis,1281,Centro de Olinda,146,0.010663,0.113973,0.144714
Juninho do Pneu,Federais,Nilópolis,1281,Manoel Reis,549,0.010895,0.428571,0.532606
Juninho do Pneu,Federais,Nilópolis,1281,Nossa Senhora de Fátima,59,0.010426,0.046058,0.059811
Juninho do Pneu,Federais,Nilópolis,1281,Nova Cidade,80,0.013937,0.062451,0.060668
Juninho do Pneu,Federais,Nilópolis,1281,Novo Horizonte,40,0.019724,0.031226,0.021434
Juninho do Pneu,Federais,Nilópolis,1281,Paiol,95,0.016396,0.074161,0.061238
Juninho do Pneu,Federais,Nova Iguaçu,37151,Austin,2557,0.078818,0.068827,0.072574
Juninho do Pneu,Federais,Nova Iguaçu,37151,Boa Esperança,285,0.107669,0.007671,0.005921
Juninho do Pneu,Federais,Nova Iguaçu,37151,Cabuçu,1266,0.053744,0.034077,0.052696
Juninho do Pneu,Federais,Nova Iguaçu,37151,Cacuia,1422,0.127579,0.038276,0.024934
Juninho do Pneu,Federais,Nova Iguaçu,37151,Campo Alegre,40,0.079681,0.001077,0.001123
Juninho do Pneu,Federais,Nova Iguaçu,37151,Caonze,263,0.061708,0.007079,0.009534
Juninho do Pneu,Federais,Nova Iguaçu,37151,Carmary,793,0.060153,0.021345,0.029491
Juninho do Pneu,Federais,Nova Iguaçu,37151,Centro,2163,0.072071,0.058222,0.067138
Juninho do Pneu,Federais,Nova Iguaçu,37151,Comendador Soares,2595,0.07393,0.06985,0.078523
Juninho do Pneu,Federais,Nova Iguaçu,37151,Corumbá,887,0.106228,0.023876,0.018679
Juninho do Pneu,Federais,Nova Iguaçu,37151,da Cerâmica,272,0.157681,0.007321,0.003859
Juninho do Pneu,Federais,Nova Iguaçu,37151,da Luz,994,0.082305,0.026756,0.027017
Juninho do Pneu,Federais,Nova Iguaçu,37151,da Palhada,959,0.101289,0.025814,0.02118
Juninho do Pneu,Federais,Nova Iguaçu,37151,da Posse,1333,0.086801,0.035881,0.034354
Juninho do Pneu,Federais,Nova Iguaçu,37151,da Prata,294,0.059611,0.007914,0.011033
Juninho do Pneu,Federais,Nova Iguaçu,37151,da Viga,2263,0.122896,0.060914,0.041193
Juninho do Pneu,Federais,Nova Iguaçu,37151,Engenho Pequeno,1182,0.161145,0.031816,0.016409
Juninho do Pneu,Federais,Nova Iguaçu,37151,Esperança,57,0.130137,0.001534,0.00098
Juninho do Pneu,Federais,Nova Iguaçu,37151,Geneciano,94,0.06748,0.00253,0.003116
Juninho do Pneu,Federais,Nova Iguaçu,37151,Grama,517,0.072786,0.013916,0.01589
Juninho do Pneu,Federais,Nova Iguaçu,37151,Iguaçu Velho,48,0.075235,0.001292,0.001427
Juninho do Pneu,Federais,Nova Iguaçu,37151,Inconfidência,15,0.076531,0.000404,0.000438
Juninho do Pneu,Federais,Nova Iguaçu,37151,Ipiranga,459,0.050423,0.012355,0.020364
Juninho do Pneu,Federais,Nova Iguaçu,37151,Jardim Alvorada,546,0.067076,0.014697,0.01821
Juninho do Pneu,Federais,Nova Iguaçu,37151,Jardim Guandu,800,0.057335,0.021534,0.031214
Juninho do Pneu,Federais,Nova Iguaçu,37151,Jardim Iguaçu,224,0.076765,0.006029,0.006528
Juninho do Pneu,Federais,Nova Iguaçu,37151,Jardim Nova Era,467,0.054671,0.01257,0.019109
Juninho do Pneu,Federais,Nova Iguaçu,37151,Jardim Pernambuco,73,0.051994,0.001965,0.003141
Juninho do Pneu,Federais,Nova Iguaçu,37151,Jardim Tropical,829,0.159301,0.022314,0.011642
Juninho do Pneu,Federais,Nova Iguaçu,37151,Kennedy,248,0.06587,0.006675,0.008422
Juninho do Pneu,Federais,Nova Iguaçu,37151,Km - 32,347,0.036202,0.00934,0.021442
Juninho do Pneu,Federais,Nova Iguaçu,37151,Lagoinha,505,0.14499,0.013593,0.007792
Juninho do Pneu,Federais,Nova Iguaçu,37151,Montevidéu,80,0.205128,0.002153,0.000872
Juninho do Pneu,Federais,Nova Iguaçu,37151,Moquetá,608,0.159204,0.016366,0.008543
Juninho do Pneu,Federais,Nova Iguaçu,37151,Nova América,207,0.085928,0.005572,0.005389
Juninho do Pneu,Federais,Nova Iguaçu,37151,Paraíso,451,0.063139,0.01214,0.015979
Juninho do Pneu,Federais,Nova Iguaçu,37151,Parque Ambaí,1447,0.051476,0.038949,0.062884
Juninho do Pneu,Federais,Nova Iguaçu,37151,Parque Flora,72,0.038095,0.001938,0.004228
Juninho do Pneu,Federais,Nova Iguaçu,37151,Ponto Chic,1215,0.106327,0.032704,0.025563
Juninho do Pneu,Federais,Nova Iguaçu,37151,Prados Verdes,483,0.063519,0.013001,0.017011
Juninho do Pneu,Federais,Nova Iguaçu,37151,Rancho Fundo,1318,0.08217,0.035477,0.035882
Juninho do Pneu,Federais,Nova Iguaçu,37151,Rancho Novo,49,0.102083,0.001319,0.001074
Juninho do Pneu,Federais,Nova Iguaçu,37151,Riachão,201,0.143571,0.00541,0.003132
Juninho do Pneu,Federais,Nova Iguaçu,37151,Rodilândia,732,0.117723,0.019703,0.01391
Juninho do Pneu,Federais,Nova Iguaçu,37151,Rosa dos Ventos,618,0.084346,0.016635,0.016391
Juninho do Pneu,Federais,Nova Iguaçu,37151,Santa Eugênia,956,0.087458,0.025733,0.024453
Juninho do Pneu,Federais,Nova Iguaçu,37151,Santa Rita,586,0.110316,0.015773,0.011883
Juninho do Pneu,Federais,Nova Iguaçu,37151,Santo Antônio,41,0.212435,0.001104,0.000432
Juninho do Pneu,Federais,Nova Iguaçu,37151,Tinguá,736,0.192469,0.019811,0.008554
Juninho do Pneu,Federais,Nova Iguaçu,37151,Três Corações,209,0.117087,0.005626,0.003993
Juninho do Pneu,Federais,Nova Iguaçu,37151,Valverde,298,0.049387,0.008021,0.013498
Juninho do Pneu,Federais,Nova Iguaçu,37151,Vila de Cava,1539,0.121277,0.041426,0.028388
Juninho do Pneu,Federais,Nova Iguaçu,37151,Vila Nova,250,0.059214,0.006729,0.009445
Juninho do Pneu,Federais,Nova Iguaçu,37151,Vila Operária,258,0.184946,0.006945,0.003121
Juninho do Pneu,Federais,São João de Meriti,1793,Agostinho Porto,304,0.009625,0.169548,0.13353
Juninho do Pneu,Federais,São João de Meriti,1793,Centro,134,0.006957,0.074735,0.08143
Juninho do Pneu,Federais,São João de Meriti,1793,Coelho da Rocha,81,0.003942,0.045176,0.086858
Juninho do Pneu,Federais,São João de Meriti,1793,Éden,186,0.021706,0.103737,0.036226
Juninho do Pneu,Federais,São João de Meriti,1793,Engenheiro Belford,137,0.033794,0.076408,0.017138
Juninho do Pneu,Federais,São João de Meriti,1793,Jardim Meriti,322,0.007924,0.179587,0.171781
Juninho do Pneu,Federais,São João de Meriti,1793,Jardim Metrópole,30,0.002188,0.016732,0.057968
Juninho do Pneu,Federais,São João de Meriti,1793,Jardim Sumaré,17,0.002007,0.009481,0.035807
Juninho do Pneu,Federais,São João de Meriti,1793,Parque Araruama,23,0.001444,0.012828,0.067357
Juninho do Pneu,Federais,São João de Meriti,1793,São Matheus,344,0.016737,0.191857,0.086888
Juninho do Pneu,Federais,São João de Meriti,1793,Venda Velha,13,0.003852,0.00725,0.014268
Juninho do Pneu,Federais,São João de Meriti,1793,Vilar dos Teles,147,0.003589,0.081985,0.173167
Juninho do Pneu,Federais,São João de Meriti,1793,Vila Tiradentes,55,0.006187,0.030675,0.037583
Juninho do Pneu,Federais,Queimados,444,,444,0.006132,1.0,1.0
Lindbergh Farias,Federais,Belford Roxo,2957,Andrade Araújo,36,0.01428,0.012175,0.010755
Lindbergh Farias,Federais,Belford Roxo,2957,Areia Branca,285,0.014079,0.096381,0.086361
Lindbergh Farias,Federais,Belford Roxo,2957,Barro Vermelho,113,0.009299,0.038214,0.051843
Lindbergh Farias,Federais,Belford Roxo,2957,Centro,301,0.017963,0.101792,0.071489
Lindbergh Farias,Federais,Belford Roxo,2957,das Graças,64,0.013874,0.021644,0.01968
Lindbergh Farias,Federais,Belford Roxo,2957,Glaucia,79,0.012146,0.026716,0.027748
Lindbergh Farias,Federais,Belford Roxo,2957,Heliópolis,268,0.01253,0.090632,0.09125
Lindbergh Farias,Federais,Belford Roxo,2957,Itaipu,129,0.02757,0.043625,0.019962
Lindbergh Farias,Federais,Belford Roxo,2957,Lote XV,109,0.010868,0.036862,0.042786
Lindbergh Farias,Federais,Belford Roxo,2957,Maringá,179,0.014011,0.060534,0.054505
Lindbergh Farias,Federais,Belford Roxo,2957,Nova Aurora,244,0.018289,0.082516,0.056916
Lindbergh Farias,Federais,Belford Roxo,2957,Parque dos Ferreiras,16,0.005913,0.005411,0.011544
Lindbergh Farias,Federais,Belford Roxo,2957,Pauline,59,0.008135,0.019953,0.030943
Lindbergh Farias,Federais,Belford Roxo,2957,Piam,82,0.01185,0.027731,0.029522
Lindbergh Farias,Federais,Belford Roxo,2957,Recantus,13,0.005687,0.004396,0.009753
Lindbergh Farias,Federais,Belford Roxo,2957,Redentor,128,0.009166,0.043287,0.059578
Lindbergh Farias,Federais,Belford Roxo,2957,Santa Amélia,59,0.010413,0.019953,0.024172
Lindbergh Farias,Federais,Belford Roxo,2957,Santa Maria,20,0.009183,0.006764,0.009292
Lindbergh Farias,Federais,Belford Roxo,2957,Santa Tereza,123,0.007077,0.041596,0.074147
Lindbergh Farias,Federais,Belford Roxo,2957,Santo Antônio da Prata,64,0.01752,0.021644,0.015585
Lindbergh Farias,Federais,Belford Roxo,2957,São Bernardo,18,0.012694,0.006087,0.00605
Lindbergh Farias,Federais,Belford Roxo,2957,São Francisco de Assis,16,0.019254,0.005411,0.003545
Lindbergh Farias,Federais,Belford Roxo,2957,São José,14,0.006478,0.004735,0.009219
Lindbergh Farias,Federais,Belford Roxo,2957,São Vicente,70,0.011024,0.023673,0.027091
Lindbergh Farias,Federais,Belford Roxo,2957,Shangri-lá,168,0.03021,0.056814,0.023725
Lindbergh Farias,Federais,Belford Roxo,2957,Vale do Ipê,57,0.008163,0.019276,0.029791
Lindbergh Farias,Federais,Belford Roxo,2957,Wona,111,0.008417,0.037538,0.056263
Lindbergh Farias,Federais,Belford Roxo,2957,Xavantes,132,0.012115,0.04464,0.046485
Lindbergh Farias,Federais,Japeri,742,Alecrim,37,0.014968,0.049865,0.04763
Lindbergh Farias,Federais,Japeri,742,Beira-Rio,13,0.021776,0.01752,0.011503
Lindbergh Farias,Federais,Japeri,742,Caramujos,184,0.010727,0.247978,0.330501
Lindbergh Farias,Federais,Japeri,742,Centro de Engenheiro Pedreira,30,0.01251,0.040431,0.046204
Lindbergh Farias,Federais,Japeri,742,Centro de Japeri,76,0.020816,0.102426,0.070347
Lindbergh Farias,Federais,Japeri,742,Chacrinha,59,0.015691,0.079515,0.072447
Lindbergh Farias,Federais,Japeri,742,das Granjas,34,0.017727,0.045822,0.036956
Lindbergh Farias,Federais,Japeri,742,Delamare,21,0.010858,0.028302,0.037264
Lindbergh Farias,Federais,Japeri,742,Esperança,2,0.008439,0.002695,0.004566
Lindbergh Farias,Federais,Japeri,742,Marajoara,35,0.024613,0.04717,0.027399
Lindbergh Farias,Federais,Japeri,742,Nova Belém,108,0.01765,0.145553,0.1179
Lindbergh Farias,Federais,Japeri,742,Santa Amelia,19,0.01052,0.025606,0.034798
Lindbergh Farias,Federais,Japeri,742,Santa Inês,13,0.010788,0.01752,0.023218
Lindbergh Farias,Federais,Japeri,742,São Cosme e São Damião,77,0.017717,0.103774,0.083738
Lindbergh Farias,Federais,Japeri,742,São Jorge,34,0.011797,0.045822,0.05553
Lindbergh Farias,Federais,Nilópolis,1183,Cabral,60,0.009068,0.050719,0.069937
Lindbergh Farias,Federais,Nilópolis,1183,Cabuís,42,0.008951,0.035503,0.049591
Lindbergh Farias,Federais,Nilópolis,1183,Centro de Olinda,169,0.012343,0.142857,0.144714
Lindbergh Farias,Federais,Nilópolis,1183,Manoel Reis,682,0.013534,0.5765,0.532606
Lindbergh Farias,Federais,Nilópolis,1183,Nossa Senhora de Fátima,67,0.01184,0.056636,0.059811
Lindbergh Farias,Federais,Nilópolis,1183,Nova Cidade,91,0.015854,0.076923,0.060668
Lindbergh Farias,Federais,Nilópolis,1183,Novo Horizonte,25,0.012327,0.021133,0.021434
Lindbergh Farias,Federais,Nilópolis,1183,Paiol,47,0.008112,0.03973,0.061238
Lindbergh Farias,Federais,Nova Iguaçu,25339,Austin,2313,0.071296,0.091282,0.072574
Lindbergh Farias,Federais,Nova Iguaçu,25339,Boa Esperança,152,0.057423,0.005999,0.005921
Lindbergh Farias,Federais,Nova Iguaçu,25339,Cabuçu,2151,0.091314,0.084889,0.052696
Lindbergh Farias,Federais,Nova Iguaçu,25339,Cacuia,857,0.076889,0.033821,0.024934
Lindbergh Farias,Federais,Nova Iguaçu,25339,Campo Alegre,15,0.02988,0.000592,0.001123
Lindbergh Farias,Federais,Nova Iguaçu,25339,Caonze,148,0.034725,0.005841,0.009534
Lindbergh Farias,Federais,Nova Iguaçu,25339,Carmary,916,0.069483,0.03615,0.029491
Lindbergh Farias,Federais,Nova Iguaçu,25339,Centro,1403,0.046748,0.055369,0.067138
Lindbergh Farias,Federais,Nova Iguaçu,25339,Comendador Soares,1765,0.050283,0.069655,0.078523
Lindbergh Farias,Federais,Nova Iguaçu,25339,Corumbá,360,0.043114,0.014207,0.018679
Lindbergh Farias,Federais,Nova Iguaçu,25339,da Cerâmica,106,0.061449,0.004183,0.003859
Lindbergh Farias,Federais,Nova Iguaçu,25339,da Luz,588,0.048688,0.023205,0.027017
Lindbergh Farias,Federais,Nova Iguaçu,25339,da Palhada,780,0.082383,0.030783,0.02118
Lindbergh Farias,Federais,Nova Iguaçu,25339,da Posse,1017,0.066224,0.040136,0.034354
Lindbergh Farias,Federais,Nova Iguaçu,25339,da Prata,248,0.050284,0.009787,0.011033
Lindbergh Farias,Federais,Nova Iguaçu,25339,da Viga,941,0.051102,0.037136,0.041193
Lindbergh Farias,Federais,Nova Iguaçu,25339,Engenho Pequeno,235,0.032038,0.009274,0.016409
Lindbergh Farias,Federais,Nova Iguaçu,25339,Esperança,3,0.006849,0.000118,0.00098
Lindbergh Farias,Federais,Nova Iguaçu,25339,Geneciano,77,0.055276,0.003039,0.003116
Lindbergh Farias,Federais,Nova Iguaçu,25339,Grama,454,0.063917,0.017917,0.01589
Lindbergh Farias,Federais,Nova Iguaçu,25339,Iguaçu Velho,13,0.020376,0.000513,0.001427
Lindbergh Farias,Federais,Nova Iguaçu,25339,Inconfidência,7,0.035714,0.000276,0.000438
Lindbergh Farias,Federais,Nova Iguaçu,25339,Ipiranga,820,0.09008,0.032361,0.020364
Lindbergh Farias,Federais,Nova Iguaçu,25339,Jardim Alvorada,523,0.064251,0.02064,0.01821
Lindbergh Farias,Federais,Nova Iguaçu,25339,Jardim Guandu,428,0.030674,0.016891,0.031214
Lindbergh Farias,Federais,Nova Iguaçu,25339,Jardim Iguaçu,124,0.042495,0.004894,0.006528
Lindbergh Farias,Federais,Nova Iguaçu,25339,Jardim Nova Era,595,0.069656,0.023482,0.019109
Lindbergh Farias,Federais,Nova Iguaçu,25339,Jardim Pernambuco,73,0.051994,0.002881,0.003141
Lindbergh Farias,Federais,Nova Iguaçu,25339,Jardim Tropical,145,0.027863,0.005722,0.011642
Lindbergh Farias,Federais,Nova Iguaçu,25339,Kennedy,259,0.068792,0.010221,0.008422
Lindbergh Farias,Federais,Nova Iguaçu,25339,Km - 32,269,0.028065,0.010616,0.021442
Lindbergh Farias,Federais,Nova Iguaçu,25339,Lagoinha,136,0.039047,0.005367,0.007792
Lindbergh Farias,Federais,Nova Iguaçu,25339,Montevidéu,21,0.053846,0.000829,0.000872
Lindbergh Farias,Federais,Nova Iguaçu,25339,Moquetá,177,0.046347,0.006985,0.008543
Lindbergh Farias,Federais,Nova Iguaçu,25339,Nova América,138,0.057285,0.005446,0.005389
Lindbergh Farias,Federais,Nova Iguaçu,25339,Paraíso,304,0.042559,0.011997,0.015979
Lindbergh Farias,Federais,Nova Iguaçu,25339,Parque Ambaí,1840,0.065457,0.072615,0.062884
Lindbergh Farias,Federais,Nova Iguaçu,25339,Parque Flora,141,0.074603,0.005565,0.004228
Lindbergh Farias,Federais,Nova Iguaçu,25339,Ponto Chic,736,0.064409,0.029046,0.025563
Lindbergh Farias,Federais,Nova Iguaçu,25339,Prados Verdes,138,0.018148,0.005446,0.017011
Lindbergh Farias,Federais,Nova Iguaçu,25339,Rancho Fundo,712,0.044389,0.028099,0.035882
Lindbergh Farias,Federais,Nova Iguaçu,25339,Rancho Novo,15,0.03125,0.000592,0.001074
Lindbergh Farias,Federais,Nova Iguaçu,25339,Riachão,99,0.070714,0.003907,0.003132
Lindbergh Farias,Federais,Nova Iguaçu,25339,Rodilândia,347,0.055806,0.013694,0.01391
Lindbergh Farias,Federais,Nova Iguaçu,25339,Rosa dos Ventos,435,0.059369,0.017167,0.016391
Lindbergh Farias,Federais,Nova Iguaçu,25339,Santa Eugênia,511,0.046748,0.020167,0.024453
Lindbergh Farias,Federais,Nova Iguaçu,25339,Santa Rita,227,0.042733,0.008959,0.011883
Lindbergh Farias,Federais,Nova Iguaçu,25339,Santo Antônio,8,0.041451,0.000316,0.000432
Lindbergh Farias,Federais,Nova Iguaçu,25339,Tinguá,142,0.037134,0.005604,0.008554
Lindbergh Farias,Federais,Nova Iguaçu,25339,Três Corações,131,0.073389,0.00517,0.003993
Lindbergh Farias,Federais,Nova Iguaçu,25339,Valverde,346,0.057342,0.013655,0.013498
Lindbergh Farias,Federais,Nova Iguaçu,25339,Vila de Cava,644,0.050749,0.025415,0.028388
Lindbergh Farias,Federais,Nova Iguaçu,25339,Vila Nova,269,0.063714,0.010616,0.009445
Lindbergh Farias,Federais,Nova Iguaçu,25339,Vila Operária,37,0.026523,0.00146,0.003121
Lindbergh Farias,Federais,São João de Meriti,3358,Agostinho Porto,414,0.013107,0.123288,0.13353
Lindbergh Farias,Federais,São João de Meriti,3358,Centro,320,0.016613,0.095295,0.08143
Lindbergh Farias,Federais,São João de Meriti,3358,Coelho da Rocha,317,0.015429,0.094401,0.086858
Lindbergh Farias,Federais,São João de Meriti,3358,Éden,122,0.014237,0.036331,0.036226
Lindbergh Farias,Federais,São João de Meriti,3358,Engenheiro Belford,51,0.01258,0.015188,0.017138
Lindbergh Farias,Federais,São João de Meriti,3358,Jardim Meriti,701,0.017252,0.208755,0.171781
Lindbergh Farias,Federais,São João de Meriti,3358,Jardim Metrópole,173,0.012617,0.051519,0.057968
